,tmpf,relh,sknt,alti,vsby,skyl1
31814,77.0,65.12,10.0,30.12,6.21,3000.0
15627,68.0,93.97,5.0,30.0,4.97,2500.0
18025,89.6,40.69,4.0,30.12,6.21,3000.0
25803,68.0,88.26,3.0,30.03,6.21,2000.0
35562,64.4,88.09,8.0,30.03,6.21,4000.0
15583,71.6,88.43,1.0,30.03,6.21,3000.0
3206,60.8,87.92,3.0,30.06,6.21,3000.0
40092,91.4,24.37,10.0,29.71,6.21,4000.0
6306,69.8,77.9,0.0,30.21,3.11,1800.0
24975,75.2,78.34,5.0,29.88,6.21,1300.0
10706,71.6,88.43,3.0,30.12,6.21,4000.0
17821,77.0,83.44,4.0,30.0,6.21,3000.0
17547,91.4,40.96,2.0,30.03,6.21,2500.0
28553,80.6,50.95,0.0,30.09,6.21,4000.0
1120,86.0,48.58,3.0,30.12,6.21,4000.0
14267,71.6,56.63,6.0,30.09,6.21,4000.0
14559,53.6,93.6,2.0,30.12,3.73,1000.0
13905,75.2,60.9,2.0,30.09,6.21,3000.0
53,68.0,100.0,9.0,30.06,6.21,2300.0
2160,62.6,77.29,2.0,30.18,6.21,4000.0
7864,66.2,72.74,6.0,30.12,6.21,3000.0
25387,78.8,69.52,1.0,29.91,6.21,3000.0
13239,51.8,81.74,2.0,30.3,6.21,4000.0
11088,71.6,73.27,2.0,30.15,6.21,3000.0
13387,59.0,87.83,3.0,30.21,6.21,3000.0
10826,71.6,88.43,2.0,29.97,6.21,3000.0
22751,62.6,77.29,3.0,30.3,6.21,2000.0
28707,71.6,73.27,11.0,30.12,6.21,3000.0
16193,84.2,54.8,5.0,29.97,6.21,4000.0
18857,69.8,94.01,4.0,30.06,4.35,1000.0
31952,71.6,49.64,17.0,30.06,6.21,3000.0
21511,53.6,100.0,2.0,30.27,4.35,3000.0
39589,77.0,57.36,2.0,29.94,6.21,2500.0
900,69.8,94.01,6.0,29.94,5.59,1000.0
29896,66.2,82.74,2.0,30.06,4.35,3000.0
22255,53.6,100.0,0.0,30.18,6.21,3000.0
38769,71.6,68.75,17.0,29.97,4.97,1500.0
10568,69.8,88.34,0.0,29.97,4.97,2000.0
3748,68.0,93.97,2.0,30.03,6.21,3000.0
21813,55.4,87.65,5.0,30.09,6.21,2500.0
33778,69.8,88.34,3.0,30.03,6.21,2500.0
16663,82.4,51.21,7.0,29.83,6.21,4000.0
21377,75.2,57.12,7.0,30.21,5.59,3000.0
18481,77.0,83.44,4.0,29.85,6.21,1300.0
3,71.6,100.0,6.0,30.03,6.21,3000.0
5438,64.4,88.09,2.0,30.06,2.49,700.0
37315,69.8,49.37,3.0,30.21,6.21,3000.0
17067,86.0,58.55,8.0,30.0,6.21,3500.0
26685,66.2,93.92,8.0,29.83,1.55,1700.0
10680,69.8,94.01,2.0,30.09,6.21,800.0
21413,57.2,93.69,2.0,30.15,6.21,3000.0
18423,62.6,100.0,0.0,30.12,6.21,1500.0
13945,62.6,48.28,6.0,30.06,6.21,3000.0
14689,77.0,44.25,2.0,30.12,6.21,3000.0
11962,68.0,77.75,4.0,29.83,6.21,2500.0
32444,59.0,87.83,1.0,30.09,6.21,3000.0
30342,60.8,82.37,4.0,30.27,6.21,3000.0
8050,78.8,61.36,17.0,29.88,6.21,3000.0
6950,77.0,65.12,3.0,29.97,6.21,4000.0
1094,84.2,51.47,5.0,30.21,6.21,3000.0
23955,68.0,72.92,0.0,30.0,6.21,3000.0
24335,73.4,78.19,4.0,30.03,5.59,2000.0
11676,78.8,54.05,2.0,30.18,6.21,3000.0
1196,89.6,52.23,12.0,30.0,6.21,3000.0
23781,62.6,93.83,3.0,30.12,2.49,1500.0
24735,95.0,28.37,3.0,29.8,6.21,4000.0
34056,86.0,40.14,4.0,29.97,6.21,3000.0
28949,59.0,87.83,2.0,30.18,1.55,700.0
29623,68.0,72.92,2.0,30.06,6.21,2500.0
33310,86.0,58.55,3.0,29.97,6.21,3000.0
17397,73.4,88.51,3.0,30.09,6.21,3000.0
19517,66.2,100.0,4.0,30.12,6.21,3000.0
12755,77.0,44.25,5.0,30.15,6.21,4000.0
18207,64.4,93.88,3.0,30.06,3.73,600.0
35540,66.2,77.6,10.0,30.06,6.21,3500.0
12959,55.4,93.65,2.0,30.09,4.35,1300.0
20327,71.6,83.09,2.0,30.12,6.21,4000.0
35886,66.2,63.82,8.0,30.3,6.21,2000.0
23511,78.8,54.05,3.0,30.12,6.21,3000.0
39255,68.0,77.75,9.0,30.03,6.21,2000.0
29537,71.6,73.27,4.0,30.18,6.21,1300.0
3858,68.0,72.92,3.0,30.12,6.21,2000.0
22785,50.0,87.37,0.0,30.45,6.21,2500.0
38397,62.6,77.29,1.0,30.09,6.21,4000.0
19425,68.0,93.97,4.0,30.15,6.21,3000.0
16245,82.4,54.55,8.0,29.88,6.21,3500.0
16195,84.2,62.03,14.0,29.94,6.21,4000.0
3846,51.8,100.0,0.0,30.09,1.86,300.0
32920,68.0,93.97,0.0,30.03,3.73,400.0
29439,57.2,93.69,1.0,30.09,1.24,400.0
28923,59.0,82.25,0.0,30.0,6.21,4000.0
2292,73.4,88.51,2.0,30.09,3.11,800.0
32452,78.8,36.51,10.0,30.0,6.21,3000.0
31545,73.4,64.69,3.0,30.06,6.21,2000.0
21451,71.6,68.75,8.0,30.24,6.21,2500.0
34286,82.4,45.07,2.0,29.97,6.21,4000.0
2660,64.4,93.88,4.0,30.15,2.49,700.0
8765,71.6,88.43,6.0,30.0,4.97,1200.0
16657,71.6,83.09,5.0,29.88,4.35,1300.0
35404,66.2,77.6,4.0,30.21,6.21,3000.0
21313,64.4,72.56,2.0,30.24,6.21,2000.0
28747,68.0,72.92,2.0,30.18,6.21,3000.0
14681,57.2,93.69,1.0,30.15,6.21,2000.0
12190,55.4,93.65,3.0,30.3,4.97,3000.0
29751,77.0,41.42,2.0,30.15,6.21,3000.0
5228,62.6,72.38,7.0,30.06,6.21,3000.0
13167,62.6,63.38,2.0,30.09,6.21,3000.0
34766,73.4,78.19,5.0,29.91,4.97,1900.0
33102,82.4,48.05,3.0,29.97,6.21,4000.0
4372,57.2,67.12,4.0,30.42,6.21,2000.0
39007,86.0,37.62,5.0,29.8,6.21,3000.0
25523,73.4,64.69,3.0,30.03,6.21,2000.0
7238,64.4,72.56,16.0,30.06,6.21,3000.0
26583,77.0,65.12,6.0,29.94,6.21,2600.0
12889,53.6,87.56,1.0,30.12,4.35,1500.0
25753,71.6,78.04,3.0,29.94,6.21,3000.0
31032,69.8,40.29,11.0,30.18,6.21,4000.0
16021,62.6,88.0,9.0,30.06,6.21,1300.0
18315,89.6,31.45,6.0,29.94,6.21,4000.0
7564,80.6,50.95,5.0,30.03,6.21,3000.0
10184,69.8,94.01,2.0,29.88,6.21,2000.0
16579,68.0,88.26,2.0,30.0,6.21,2000.0
24491,77.0,65.12,2.0,30.09,4.35,1500.0
38567,68.0,93.97,3.0,30.18,1.86,1000.0
19229,71.6,100.0,3.0,29.97,2.49,900.0
9292,73.4,73.44,13.0,29.94,6.21,4000.0
29101,68.0,68.35,5.0,30.15,6.21,2300.0
498,69.8,88.34,2.0,30.09,6.21,900.0
38005,59.0,82.25,5.0,30.24,6.21,1700.0
37277,62.6,51.72,4.0,30.12,6.21,3000.0
27475,75.2,78.34,7.0,29.83,4.97,3500.0
29295,71.6,23.13,11.0,29.91,6.21,3000.0
21573,73.4,49.9,4.0,30.0,6.21,3000.0
28017,71.6,88.43,3.0,29.85,6.21,1500.0
22953,55.4,93.65,3.0,30.27,6.21,2000.0
21891,50.0,100.0,0.0,30.33,6.21,3000.0
15235,84.2,54.8,3.0,30.0,6.21,3000.0
28481,66.2,72.74,11.0,30.12,6.21,2500.0
3760,86.0,37.62,4.0,29.91,6.21,3000.0
27515,69.8,77.9,3.0,30.12,5.59,1200.0
29271,60.8,63.15,8.0,30.12,6.21,4000.0
40506,71.6,78.04,9.0,29.83,6.21,4500.0
29057,51.8,87.47,2.0,30.03,4.35,2500.0
5068,66.2,45.6,8.0,30.0,6.21,3000.0
36501,73.4,60.67,3.0,30.12,6.21,2000.0
3666,60.8,93.79,4.0,30.18,1.86,600.0
4846,57.2,76.82,0.0,30.36,6.21,3000.0
16517,68.0,82.86,11.0,30.15,5.59,1300.0
38343,64.4,72.56,5.0,30.3,6.21,2300.0
13305,80.6,30.07,2.0,30.09,5.59,3000.0
10404,69.8,88.34,2.0,30.0,6.21,2000.0
33142,84.2,54.8,2.0,29.97,6.21,3000.0
23569,75.2,57.12,3.0,30.03,6.21,3000.0
9160,69.8,94.01,2.0,29.94,3.73,1200.0
27245,69.8,88.34,2.0,29.97,1.86,300.0
15915,68.0,93.97,1.0,30.09,6.21,2500.0
36797,69.8,49.37,3.0,30.12,6.21,3000.0
12813,62.6,77.29,0.0,30.15,6.21,2000.0
4262,53.6,93.6,2.0,30.21,3.73,3000.0
20131,80.6,69.71,8.0,30.06,5.59,3500.0
7586,68.0,77.75,3.0,30.0,6.21,4500.0
37787,55.4,87.65,0.0,30.3,6.21,1600.0
9952,69.8,77.9,5.0,30.06,6.21,2500.0
5644,68.0,56.13,4.0,30.15,6.21,3000.0
1022,82.4,58.08,5.0,29.97,6.21,4000.0
22921,60.8,87.92,4.0,30.27,4.97,1400.0
1862,71.6,73.27,4.0,30.18,6.21,1700.0
39591,73.4,68.94,11.0,29.91,6.21,2500.0
26811,71.6,88.43,0.0,30.0,5.59,3000.0
31650,68.0,77.75,3.0,30.06,6.21,3000.0
17265,73.4,78.19,7.0,29.91,6.21,4000.0
8597,75.2,78.34,5.0,29.88,6.21,3000.0
37760,55.4,81.99,7.0,30.36,6.21,3000.0
29836,62.6,67.75,4.0,30.15,6.21,3000.0
474,68.0,100.0,3.0,30.09,2.49,500.0
29121,73.4,53.29,2.0,30.09,6.21,2500.0
32562,78.8,61.36,4.0,29.97,6.21,2500.0
5508,60.8,67.54,11.0,30.36,6.21,4000.0
26689,66.2,88.18,3.0,29.85,6.21,2000.0
23437,82.4,39.58,5.0,30.06,6.21,3000.0
18573,78.8,78.62,3.0,30.0,6.21,3000.0
31604,71.6,56.63,6.0,30.27,6.21,3000.0
22257,50.0,100.0,2.0,30.21,2.49,3000.0
12032,69.8,52.77,4.0,30.09,6.21,3000.0
11466,71.6,78.04,11.0,30.15,6.21,3000.0
9824,68.0,93.97,3.0,29.94,6.21,1500.0
11196,69.8,64.26,7.0,30.3,6.21,2500.0
37273,71.6,40.57,4.0,30.12,4.35,3000.0
23721,60.8,67.54,8.0,30.36,6.21,3500.0
15765,71.6,88.43,4.0,29.97,3.73,1000.0
35834,77.0,44.25,5.0,30.03,6.21,3500.0
28961,57.2,87.74,1.0,30.24,6.21,2500.0
2282,71.6,88.43,11.0,30.0,2.49,800.0
35996,71.6,49.64,2.0,29.97,6.21,3000.0
21077,50.0,100.0,0.0,30.3,6.21,3000.0
20831,60.8,77.14,2.0,30.12,6.21,3000.0
3160,68.0,77.75,5.0,29.97,6.21,3000.0
20627,64.4,93.88,3.0,30.21,2.49,600.0
3438,78.8,61.36,3.0,30.09,6.21,3000.0
14931,68.0,82.86,6.0,30.06,6.21,4000.0
6332,71.6,60.44,4.0,30.27,6.21,2000.0
20759,62.6,77.29,3.0,30.06,6.21,3000.0
23077,62.6,77.29,4.0,30.33,5.59,1200.0
31497,66.2,82.74,4.0,30.06,6.21,4500.0
34158,78.8,69.52,13.0,29.94,6.21,4500.0
1050,86.0,48.58,9.0,29.94,6.21,2500.0
12511,80.6,57.84,2.0,30.06,4.97,4000.0
26395,77.0,78.48,6.0,29.97,6.21,2500.0
14239,78.8,44.52,4.0,30.09,5.59,3000.0
21163,69.8,60.21,2.0,30.15,6.21,3000.0
19679,69.8,100.0,5.0,30.03,4.97,4000.0
31440,68.0,77.75,2.0,30.27,4.35,1900.0
21011,64.4,93.88,3.0,30.09,2.49,400.0
40173,64.4,77.45,5.0,30.06,6.21,1300.0
24919,66.2,82.74,4.0,30.06,6.21,3000.0
28847,62.6,93.83,3.0,30.06,0.62,300.0
5468,64.4,93.88,6.0,30.03,2.49,400.0
14921,68.0,77.75,5.0,30.06,6.21,2000.0
15817,78.8,69.52,7.0,29.74,6.21,4000.0
15049,84.2,51.47,4.0,30.0,6.21,3000.0
35351,71.6,73.27,4.0,30.03,4.35,3000.0
16115,60.8,100.0,2.0,30.12,4.35,2000.0
34322,75.2,73.61,2.0,30.03,6.21,2000.0
30384,80.6,30.07,2.0,30.12,6.21,3000.0
31242,91.4,15.05,3.0,30.03,6.21,4000.0
38327,71.6,60.44,5.0,30.24,6.21,3000.0
19887,82.4,61.81,4.0,30.0,6.21,2500.0
27629,64.4,88.09,2.0,30.0,6.21,900.0
22887,69.8,68.55,8.0,30.15,6.21,2000.0
27887,73.4,73.44,6.0,30.12,6.21,4000.0
37825,51.8,87.47,5.0,30.42,6.21,3000.0
28741,82.4,26.49,0.0,30.18,6.21,3000.0
14503,87.8,31.17,0.0,29.88,6.21,3000.0
12967,75.2,50.17,2.0,30.06,6.21,2000.0
26603,71.6,68.75,3.0,29.94,6.21,2300.0
21695,66.2,77.6,0.0,30.09,6.21,3000.0
18137,69.8,88.34,1.0,30.03,6.21,1500.0
3036,66.2,88.18,6.0,29.97,6.21,3000.0
12138,62.6,82.5,4.0,30.27,6.21,3000.0
1218,93.2,29.99,6.0,30.06,6.21,3000.0
8478,89.6,40.69,8.0,29.85,6.21,4000.0
5126,64.4,59.5,12.0,30.24,6.21,3000.0
38295,59.0,93.74,2.0,30.24,6.21,1700.0
26301,71.6,94.06,6.0,29.97,6.21,1400.0
14911,77.0,65.12,11.0,30.0,6.21,2000.0
37962,57.2,87.74,0.0,30.21,3.73,1000.0
13567,73.4,53.29,4.0,30.27,6.21,3000.0
32270,71.6,73.27,4.0,29.77,6.21,2500.0
5388,62.6,93.83,2.0,30.09,1.24,1000.0
12929,66.2,72.74,4.0,30.18,6.21,3000.0
15933,86.0,48.58,10.0,29.94,6.21,4000.0
32968,89.6,35.81,9.0,29.83,6.21,4000.0
2116,62.6,88.0,10.0,30.09,6.21,2000.0
26119,68.0,88.26,0.0,29.88,6.21,4000.0
5314,84.2,39.86,5.0,30.0,6.21,3000.0
8899,80.6,69.71,3.0,30.12,6.21,1300.0
22745,66.2,72.74,10.0,30.21,6.21,2500.0
23693,62.6,93.83,2.0,30.09,6.21,1300.0
33348,75.2,64.91,4.0,30.03,6.21,3000.0
27367,68.0,93.97,0.0,29.97,1.86,600.0
9003,82.4,61.81,5.0,29.7,6.21,3500.0
4148,57.2,93.69,1.0,30.33,6.21,2000.0
9320,71.6,94.06,4.0,29.91,6.21,1300.0
18255,60.8,93.79,0.0,29.97,3.73,1200.0
22039,51.8,93.55,3.0,30.03,4.35,3000.0
7578,66.2,88.18,4.0,29.94,6.21,3000.0
37764,51.8,87.47,3.0,30.36,6.21,3000.0
11222,75.2,46.98,8.0,30.27,6.21,3000.0
38512,77.0,57.36,5.0,29.91,4.97,3000.0
21513,53.6,100.0,2.0,29.7,0.06,100.0
18625,84.2,62.03,7.0,30.03,6.21,3000.0
14561,51.8,93.55,2.0,30.12,3.73,900.0
31426,80.6,32.18,4.0,30.21,6.21,3000.0
21177,46.4,93.4,2.0,30.24,3.11,3000.0
37550,57.2,71.83,4.0,30.42,3.11,3000.0
8376,78.8,65.33,5.0,30.03,5.59,2000.0
32256,69.8,77.9,3.0,29.83,3.73,1300.0
17505,75.2,83.32,4.0,29.97,6.21,3000.0
18463,75.2,78.34,6.0,29.8,6.21,3000.0
40635,66.2,82.74,6.0,29.97,4.97,800.0
26111,73.4,78.19,0.0,29.91,6.21,4000.0
29739,62.6,77.29,5.0,30.24,6.21,3000.0
33022,69.8,77.9,6.0,30.06,6.21,2700.0
20317,78.8,69.52,5.0,30.15,3.73,3000.0
38482,75.2,50.17,7.0,30.09,6.21,4000.0
17117,87.8,55.29,4.0,29.88,6.21,4000.0
11244,68.0,72.92,4.0,30.27,5.59,1500.0
1992,68.0,82.86,4.0,30.03,6.21,2000.0
16097,68.0,93.97,5.0,30.18,3.73,900.0
10990,71.6,78.04,13.0,30.06,6.21,3000.0
10166,73.4,88.51,3.0,29.88,3.11,1500.0
9624,73.4,83.21,6.0,30.0,6.21,2500.0
34448,69.8,88.34,2.0,29.88,6.21,2000.0
7352,73.4,53.29,0.0,30.06,6.21,3600.0
38987,77.0,53.8,6.0,29.91,6.21,3600.0
21003,62.6,93.83,1.0,30.0,6.21,4000.0
13925,78.8,50.69,5.0,29.97,6.21,4000.0
9344,71.6,94.06,3.0,29.88,2.49,2500.0
12859,60.8,82.37,0.0,30.09,4.97,2000.0
34086,77.0,73.78,3.0,30.0,6.21,2500.0
6326,60.8,87.92,3.0,30.18,3.73,3000.0
31238,86.0,25.26,2.0,30.15,6.21,3000.0
29637,84.2,34.97,2.0,30.03,6.21,3000.0
9656,75.2,78.34,5.0,29.97,6.21,4000.0
18561,77.0,69.33,2.0,29.94,6.21,3000.0
11968,66.2,77.6,4.0,29.88,6.21,2500.0
23813,60.8,93.79,1.0,30.06,3.11,800.0
26701,77.0,50.43,4.0,29.91,6.21,4000.0
5904,57.2,100.0,0.0,30.24,1.24,500.0
25435,66.2,82.74,11.0,29.94,6.21,2300.0
2706,66.2,88.18,10.0,30.09,6.21,4000.0
39577,71.6,68.75,3.0,29.91,6.21,3000.0
2808,59.0,93.74,0.0,30.21,6.21,1000.0
32170,69.8,68.55,18.0,30.09,6.21,4000.0
14905,86.0,45.61,7.0,30.03,6.21,4000.0
30740,51.8,87.47,0.0,30.3,6.21,3000.0
17635,68.0,93.97,0.0,30.09,3.73,1100.0
34494,82.4,54.55,5.0,30.03,6.21,3500.0
11642,62.6,93.83,2.0,30.18,2.49,3000.0
30010,48.2,93.45,3.0,30.03,2.49,2000.0
12322,64.4,72.56,5.0,30.27,6.21,2500.0
19581,84.2,45.34,4.0,29.91,6.21,3000.0
2850,64.4,82.62,7.0,30.27,6.21,2500.0
29005,71.6,49.64,3.0,30.21,6.21,3000.0
24035,73.4,64.69,7.0,30.03,6.21,2300.0
4538,62.6,82.5,6.0,30.27,6.21,3000.0
789,68.0,73.91634902609485,0.0,29.94,6.21,600.0
34248,77.0,57.36,6.0,29.94,6.21,3000.0
12270,78.8,29.79,5.0,30.06,6.21,4000.0
4450,55.4,93.65,2.0,30.36,4.97,1300.0
11236,59.0,87.83,3.0,30.27,6.21,2000.0
21659,68.0,82.86,4.0,30.21,3.73,3000.0
17793,71.6,94.06,7.0,30.06,6.21,3000.0
12038,64.4,63.6,1.0,30.09,6.21,3000.0
10864,82.4,58.08,6.0,29.85,6.21,2500.0
9906,75.2,83.32,3.0,29.94,5.59,900.0
26899,75.2,78.34,13.0,30.0,6.21,4000.0
7276,77.0,53.8,8.0,29.88,6.21,3000.0
6342,62.6,77.29,12.0,30.18,6.21,3000.0
8563,71.6,88.43,2.0,30.03,4.97,1000.0
18347,71.6,94.06,3.0,29.97,6.21,4000.0
952,69.94286417443999,73.91634902609485,6.0,30.06,6.21,3000.0
3534,71.6,68.75,0.0,30.12,6.21,3000.0
39724,64.4,88.09,3.0,30.03,2.49,1500.0
27691,71.6,64.48,11.0,30.03,6.21,4000.0
30006,62.6,63.38,5.0,29.97,6.21,3000.0
12791,57.2,93.69,1.0,30.18,3.11,2000.0
7686,73.4,78.19,3.0,29.94,6.21,1500.0
25379,78.8,69.52,3.0,29.94,6.21,1500.0
781,68.0,73.91634902609485,4.0,30.0,6.21,2500.0
22627,80.6,41.97,6.0,30.21,6.21,3000.0
26021,69.8,82.98,4.0,30.03,3.73,2000.0
16393,60.8,87.92,0.0,30.12,6.21,1000.0
2696,71.6,64.48,7.0,30.18,6.21,2000.0
27053,68.0,93.97,0.0,29.94,4.35,4000.0
40048,73.4,73.44,4.0,29.77,6.21,2000.0
5458,66.2,88.18,4.0,30.03,1.86,500.0
31960,59.0,76.98,4.0,30.12,6.21,3000.0
35148,91.4,31.72,5.0,29.94,6.21,3000.0
32158,62.6,82.5,2.0,30.15,6.21,2000.0
37158,64.4,51.98,2.0,30.24,6.21,3000.0
38597,68.0,77.75,5.0,30.06,6.21,3000.0
32260,87.8,37.9,3.0,29.71,6.21,4000.0
20037,73.4,83.21,5.0,30.0,6.21,4000.0
12675,64.4,77.45,3.0,30.39,4.97,1500.0
27309,73.4,88.51,3.0,29.94,2.49,2000.0
30646,51.8,93.55,0.0,30.42,2.49,1100.0
32578,71.6,83.09,1.0,29.94,3.11,1100.0
3814,57.2,76.82,2.0,30.12,6.21,3000.0
18829,69.8,100.0,3.0,30.0,6.21,4000.0
9352,68.0,88.26,5.0,29.85,6.21,600.0
34246,77.0,57.36,4.0,30.0,6.21,3000.0
15569,73.4,83.21,5.0,30.03,4.97,1200.0
14211,78.8,44.52,3.0,30.24,6.21,3000.0
12473,60.8,87.92,2.0,30.18,6.21,3000.0
30396,53.6,93.6,0.0,30.12,3.73,3000.0
18793,69.8,100.0,6.0,30.0,0.93,1000.0
34446,69.8,82.98,3.0,29.88,6.21,2000.0
33212,71.6,83.09,2.0,30.03,4.97,800.0
31008,55.4,87.65,3.0,30.36,6.21,1100.0
37671,55.4,93.65,5.0,30.09,6.21,700.0
14105,59.0,87.83,3.0,30.36,6.21,2000.0
23323,62.6,88.0,7.0,30.3,0.93,1500.0
21171,51.8,93.55,3.0,30.21,6.21,3000.0
37663,62.6,82.5,6.0,30.0,4.97,1300.0
28833,75.2,60.9,3.0,30.18,6.21,2000.0
39297,62.6,82.5,5.0,30.06,6.21,1300.0
33496,71.6,78.04,0.0,29.94,6.21,3000.0
12747,59.0,100.0,2.0,30.24,3.73,3000.0
1852,66.2,88.18,5.0,30.15,6.21,1200.0
25641,71.6,78.04,2.0,29.91,4.97,800.0
8012,66.2,88.18,7.0,29.97,6.21,2000.0
13413,55.4,93.65,2.0,30.15,4.35,1400.0
35456,78.8,44.52,3.0,30.03,6.21,3000.0
2086,68.0,72.92,11.0,30.06,6.21,3000.0
18359,86.0,55.04,2.0,30.03,6.21,3000.0
4466,62.6,82.5,8.0,30.33,6.21,2500.0
23963,73.4,56.88,7.0,30.12,6.21,3000.0
19007,82.4,65.74,15.0,30.0,6.21,2500.0
3180,69.8,73.09,4.0,29.91,6.21,3000.0
38981,68.0,82.86,4.0,29.97,3.73,3000.0
19925,64.4,93.88,1.0,29.97,6.21,3000.0
7614,82.4,54.55,5.0,29.85,6.21,4000.0
7338,62.6,72.38,3.0,30.09,4.97,1700.0
39133,64.4,82.62,10.0,30.03,4.97,2000.0
8683,75.2,73.61,5.0,29.85,6.21,2500.0
37535,57.2,62.69,0.0,30.27,6.21,3000.0
16635,71.6,94.06,3.0,29.8,6.21,700.0
39611,78.8,54.05,12.0,29.85,6.21,3600.0
21119,59.0,87.83,7.0,30.21,6.21,3000.0
15403,78.8,65.33,2.0,30.0,6.21,4000.0
11492,66.2,88.18,4.0,30.12,6.21,3000.0
5860,78.8,34.13,4.0,30.21,6.21,3000.0
11202,73.4,53.29,11.0,30.24,6.21,4000.0
14207,59.0,82.25,2.0,30.24,6.21,2500.0
12683,69.8,68.55,11.0,30.3,6.21,3000.0
3056,80.6,34.41,6.0,29.97,6.21,3000.0
39542,68.0,77.75,6.0,30.09,6.21,1600.0
22587,60.8,82.37,3.0,30.36,3.73,3000.0
4768,77.0,44.25,3.0,30.15,6.21,3000.0
6890,68.0,59.97,5.0,30.0,6.21,3000.0
4552,64.4,77.45,1.0,30.39,6.21,3000.0
8987,66.2,93.92,0.0,30.03,6.21,2000.0
8507,68.0,93.97,0.0,30.0,6.21,2300.0
37434,75.2,43.97,5.0,30.0,6.21,3000.0
2806,60.8,87.92,3.0,30.21,6.21,1300.0
1812,71.6,83.09,4.0,30.09,6.21,2000.0
3006,75.2,57.12,4.0,30.09,6.21,2000.0
36308,55.4,87.65,2.0,29.97,3.73,500.0
20115,69.8,100.0,3.0,30.15,6.21,3000.0
28105,62.6,82.5,0.0,30.18,6.21,4000.0
32118,68.0,82.86,4.0,30.06,6.21,3000.0
17063,78.8,73.95,3.0,30.06,6.21,2000.0
18845,69.8,100.0,6.0,30.03,4.97,2500.0
5892,64.4,77.45,4.0,30.21,6.21,3000.0
25793,75.2,69.14,6.0,30.0,6.21,2500.0
37907,62.6,67.75,2.0,30.27,6.21,3000.0
21905,68.0,49.1,2.0,30.24,6.21,2000.0
37236,64.4,59.5,9.0,30.18,6.21,2500.0
38953,64.4,77.45,4.0,30.03,6.21,3000.0
23307,57.2,93.69,2.0,30.39,6.21,2500.0
2284,69.8,94.01,0.0,30.03,2.49,800.0
1488,68.0,93.97,2.0,30.0,6.21,1500.0
22251,57.2,93.69,0.0,30.21,6.21,3000.0
29653,82.4,42.25,3.0,30.12,6.21,3000.0
6194,75.2,57.12,4.0,30.21,5.59,3000.0
14625,60.8,82.37,3.0,30.18,6.21,3000.0
9206,69.8,94.01,2.0,29.97,4.97,1500.0
25023,80.6,39.3,2.0,29.85,6.21,3000.0
5616,53.6,87.56,2.0,30.18,3.73,3000.0
17989,69.8,82.98,4.0,30.09,6.21,2000.0
15233,78.8,65.33,3.0,30.03,6.21,3000.0
1622,71.6,88.43,3.0,30.0,6.21,3000.0
12495,68.0,82.86,2.0,30.12,6.21,3000.0
1494,77.0,83.44,5.0,30.0,4.97,1000.0
29940,62.6,82.5,2.0,30.24,6.21,2500.0
4514,62.6,77.29,3.0,30.3,6.21,3000.0
370,73.4,94.1,3.0,29.97,6.21,1500.0
22969,59.0,82.25,7.0,30.27,6.21,2700.0
23895,84.2,20.29,4.0,30.0,6.21,4000.0
2374,73.4,83.21,13.0,30.03,6.21,2500.0
27627,66.2,88.18,3.0,30.0,6.21,2000.0
36097,64.4,67.95,4.0,30.06,6.21,3000.0
20077,77.0,73.78,3.0,30.18,3.11,1700.0
19691,73.4,100.0,0.0,30.03,3.11,900.0
1606,87.8,51.98,4.0,29.97,6.21,3500.0
37809,53.6,87.56,2.0,30.39,6.21,1800.0
19977,64.4,88.09,2.0,30.03,2.49,700.0
22817,75.2,29.23,3.0,30.21,6.21,3000.0
411,78.8,83.55,5.0,29.83,6.21,3000.0
36545,77.0,41.42,3.0,30.03,6.21,3000.0
24589,89.6,31.45,5.0,29.91,6.21,3500.0
15381,80.6,65.54,5.0,29.94,6.21,2000.0
26801,89.6,46.14,3.0,29.91,6.21,4000.0
1122,89.6,38.18,3.0,30.06,6.21,4000.0
6704,78.8,65.33,4.0,30.0,4.35,3000.0
25911,71.6,88.43,4.0,30.0,6.21,900.0
30606,60.8,82.37,5.0,30.33,3.11,1700.0
30522,80.6,26.22,6.0,30.06,6.21,4500.0
14961,66.2,88.18,3.0,30.09,6.21,3000.0
23575,62.6,88.0,0.0,29.97,6.21,3000.0
37160,55.4,76.66,2.0,30.27,6.21,3000.0
33376,68.0,77.75,10.0,30.03,6.21,1700.0
21043,66.2,88.18,3.0,30.12,6.21,3000.0
34728,77.0,65.12,14.0,29.83,6.21,3000.0
26585,75.2,69.14,13.0,29.91,6.21,3600.0
36828,57.2,93.69,2.0,30.09,2.49,1200.0
15097,86.0,45.61,5.0,29.91,6.21,3500.0
28557,68.0,82.86,6.0,30.18,6.21,2700.0
135,82.4,51.21,2.0,30.06,6.21,2000.0
35221,66.2,88.18,2.0,29.88,3.11,1200.0
9454,80.6,54.3,4.0,29.88,6.21,3500.0
10458,84.2,65.95,4.0,30.0,6.21,2700.0
22935,66.2,72.74,4.0,30.24,6.21,1900.0
40316,86.0,30.9,2.0,29.77,6.21,4000.0
10096,75.2,88.59,0.0,30.09,3.11,1300.0
13861,59.0,93.74,4.0,30.21,6.21,1300.0
5170,71.6,49.64,5.0,30.18,6.21,3000.0
33478,68.0,88.26,4.0,29.91,4.97,2000.0
34294,68.0,82.86,6.0,30.03,6.21,2500.0
